bloque,bloque_nombre,familia,parametro,subescala,instrumento,N,escenario,k,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
1,Replica directa (8 familias),weibull,2,NA,NA,NA,NA,NA,25,10000,0.1941,0.153,0.1147,0.0897,0.1541,0.1354,0.1716,0.1026,0.0975,0.1972,0.1762,0,0,0,0,0,0,0,0,0,0,0,79.20599246025085
1,Replica directa (8 familias),weibull,2,NA,NA,NA,NA,NA,50,10000,0.4165,0.3048,0.1976,0.212,0.278,0.2602,0.3558,0.1387,0.1304,0.29,0.3652,0,0,0,0,0,0,0,0,0,0,0,76.06080102920532
1,Replica directa (8 familias),weibull,2,NA,NA,NA,NA,NA,100,10000,0.7844,0.6073,0.3858,0.4968,0.5573,0.5054,0.7118,0.252,0.151,0.4806,0.7026,0,0,0,0,0,0,0,0,0,0,0,73.76822113990784
1,Replica directa (8 familias),weibull,2,NA,NA,NA,NA,NA,250,10000,0.9987,0.9777,0.8087,0.9833,0.987,0.9324,0.9969,0.6898,0.1944,0.8602,0.9914,0,0,0,0,0,0,0,0,0,0,0,80.86058807373047
1,Replica directa (8 familias),weibull,2,NA,NA,NA,NA,NA,500,10000,1,1,0.9855,1,1,0.9997,1,0.9811,0.2321,0.9918,1,0,0,0,0,0,0,0,0,0,0,0,94.86303091049194
1,Replica directa (8 familias),weibull,2.5,NA,NA,NA,NA,NA,10,10000,0.0591,0.0583,0.0563,0.0102,NA,0.0558,0.0613,0.0708,0.0449,0.0924,0.0555,0,0,0,0,10000,0,0,0,0,0,0,77.02696061134338
1,Replica directa (8 familias),weibull,2.5,NA,NA,NA,NA,NA,25,10000,0.0827,0.0769,0.067,0.0345,0.0729,0.0735,0.0709,0.0747,0.0636,0.1495,0.0775,0,0,0,0,0,0,0,0,0,0,0,79.19065308570862
1,Replica directa (8 familias),weibull,2.5,NA,NA,NA,NA,NA,50,10000,0.1411,0.1112,0.092,0.0646,0.1125,0.1013,0.1121,0.0694,0.0924,0.1697,0.1263,0,0,0,0,0,0,0,0,0,0,0,76.20571732521057
1,Replica directa (8 familias),weibull,2.5,NA,NA,NA,NA,NA,100,10000,0.2891,0.2018,0.1454,0.133,0.2031,0.1703,0.2301,0.0963,0.1182,0.2236,0.2518,0,0,0,0,0,0,0,0,0,0,0,73.86776518821716
1,Replica directa (8 familias),weibull,2.5,NA,NA,NA,NA,NA,250,10000,0.7592,0.5104,0.3182,0.5194,0.5954,0.4116,0.6624,0.1894,0.1457,0.4209,0.648,0,0,0,0,0,0,0,0,0,0,0,81.70285940170288
1,Replica directa (8 familias),weibull,2.5,NA,NA,NA,NA,NA,500,10000,0.9921,0.8807,0.6031,0.9536,0.964,0.7658,0.9792,0.3973,0.1881,0.7165,0.9555,0,0,0,0,0,0,0,0,0,0,0,95.99698400497437
1,Replica directa (8 familias),weibull,3,NA,NA,NA,NA,NA,10,10000,0.0455,0.045,0.0445,0.0068,NA,0.0448,0.0465,0.0609,0.034,0.0828,0.0403,0,0,0,0,10000,0,0,0,0,0,0,77.25665211677551
1,Replica directa (8 familias),weibull,3,NA,NA,NA,NA,NA,25,10000,0.0464,0.045,0.0456,0.0151,0.0442,0.0455,0.0375,0.0591,0.0522,0.1311,0.0411,0,0,0,0,0,0,0,0,0,0,0,79.02333998680115
1,Replica directa (8 familias),weibull,3,NA,NA,NA,NA,NA,50,10000,0.0553,0.0562,0.0563,0.02,0.053900000000000003,0.0559,0.0416,0.0591,0.0696,0.1203,0.0498,0,0,0,0,0,0,0,0,0,0,0,76.04996800422668
1,Replica directa (8 familias),weibull,3,NA,NA,NA,NA,NA,100,10000,0.0826,0.0733,0.0657,0.0315,0.0854,0.0682,0.0569,0.0611,0.1009,0.1254,0.0754,0,0,0,0,0,0,0,0,0,0,0,74.02516627311707
1,Replica directa (8 familias),weibull,3,NA,NA,NA,NA,NA,250,10000,0.2057,0.134,0.0955,0.0814,0.1872,0.1156,0.1353,0.0707,0.1837,0.184,0.1629,0,0,0,0,0,0,0,0,0,0,0,82.23336172103882
1,Replica directa (8 familias),weibull,3,NA,NA,NA,NA,NA,500,10000,0.5213,0.2735,0.17,0.3308,0.454,0.2107,0.3833,0.1048,0.3063,0.2927,0.3668,0,0,0,0,0,0,0,0,0,0,0,96.67816662788393
2,"Platicurtico (Beta(a,a))",beta,0.5,NA,NA,NA,NA,NA,10,10000,0.2896,0.2537,0.1486,0.0038,NA,0.2181,0.1802,0.2242,0.1919,0.3743,0.1185,0,0,0,0,10000,0,0,0,0,0,0,116.72443199157716
2,"Platicurtico (Beta(a,a))",beta,0.5,NA,NA,NA,NA,NA,25,10000,0.8662,0.7593,0.4064,9e-4,0.7189,0.6314,0.6652,0.408,0.8106,0.9414,0.6628,0,0,0,0,0,0,0,0,0,0,0,117.76439642906188
2,"Platicurtico (Beta(a,a))",beta,0.5,NA,NA,NA,NA,NA,50,10000,0.9995,0.9913,0.8004,0.0302,0.996,0.9568,0.992,0.7179,0.9935,0.999,0.9857,0,0,0,0,0,0,0,0,0,0,0,110.70635199546814
2,"Platicurtico (Beta(a,a))",beta,0.5,NA,NA,NA,NA,NA,100,10000,1,1,0.9949,0.9993,1,1,1,0.9917,1,1,1,0,0,0,0,0,0,0,0,288,0,0,105.61535239219666
2,"Platicurtico (Beta(a,a))",beta,0.5,NA,NA,NA,NA,NA,250,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,7243,0,0,116.3074026107788
2,"Platicurtico (Beta(a,a))",beta,0.5,NA,NA,NA,NA,NA,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,9923,0,0,137.5419111251831
2,"Platicurtico (Beta(a,a))",beta,0.5,NA,NA,NA,NA,NA,1000,10000,1,1,1,1,1,1,1,1,NA,1,1,0,0,0,0,0,0,0,0,10000,0,0,129.72635793685913
2,"Platicurtico (Beta(a,a))",beta,0.5,NA,NA,NA,NA,NA,1500,10000,1,1,1,1,1,1,1,1,NA,1,1,0,0,0,0,0,0,0,0,10000,0,0,160.13732409477234
2,"Platicurtico (Beta(a,a))",beta,1,NA,NA,NA,NA,NA,10,10000,0.0841,0.0802,0.0629,0.0013,NA,0.0738,0.0518,0.0899,0.0708,0.2084,0.0417,0,0,0,0,10000,0,0,0,0,0,0,109.17562413215636
2,"Platicurtico (Beta(a,a))",beta,1,NA,NA,NA,NA,NA,25,10000,0.2835,0.2284,0.1211,1e-4,0.2699,0.1848,0.1214,0.1255,0.4436,0.6399,0.1857,0,0,0,0,0,0,0,0,0,0,0,112.2056143283844
2,"Platicurtico (Beta(a,a))",beta,1,NA,NA,NA,NA,NA,50,10000,0.7443,0.573,0.2517,5e-4,0.8016,0.4359,0.4712,0.1897,0.8867,0.896,0.5986,0,0,0,0,0,0,0,0,0,0,0,107.37893009185792
2,"Platicurtico (Beta(a,a))",beta,1,NA,NA,NA,NA,NA,100,10000,0.9956,0.9474,0.5908,0.5653,0.9969,0.844,0.9644,0.4589,0.9989,0.9929,0.9531,0,0,0,0,0,0,0,0,0,0,0,104.63160443305968
2,"Platicurtico (Beta(a,a))",beta,1,NA,NA,NA,NA,NA,250,10000,1,1,0.9882,1,1,0.9999,1,0.98,1,1,1,0,0,0,0,0,0,0,0,0,0,0,114.78995370864868
2,"Platicurtico (Beta(a,a))",beta,1,NA,NA,NA,NA,NA,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,133.0613272190094
2,"Platicurtico (Beta(a,a))",beta,1,NA,NA,NA,NA,NA,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,126.1619699001312
2,"Platicurtico (Beta(a,a))",beta,1,NA,NA,NA,NA,NA,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,167.92601799964905
2,"Platicurtico (Beta(a,a))",beta,2,NA,NA,NA,NA,NA,10,10000,0.0424,0.0431,0.0453,0.0017,NA,0.0418,0.0326,0.0621,0.0339,0.125,0.0272,0,0,0,0,10000,0,0,0,0,0,0,109.32665872573853
2,"Platicurtico (Beta(a,a))",beta,2,NA,NA,NA,NA,NA,25,10000,0.0648,0.0668,0.0547,6e-4,0.0603,0.0641,0.0253,0.0667,0.14,0.2986,0.0451,0,0,0,0,0,0,0,0,0,0,0,113.0000958442688
2,"Platicurtico (Beta(a,a))",beta,2,NA,NA,NA,NA,NA,50,10000,0.1556,0.1347,0.0869,2e-4,0.2387,0.1158,0.0543,0.0786,0.3917,0.4376,0.1375,0,0,0,0,0,0,0,0,0,0,0,108.68505024909972
2,"Platicurtico (Beta(a,a))",beta,2,NA,NA,NA,NA,NA,100,10000,0.4524,0.3154,0.1593,0.0156,0.6534,0.2456,0.2141,0.1128,0.7912,0.6827,0.3541,0,0,0,0,0,0,0,0,0,0,0,107.11529755592346
2,"Platicurtico (Beta(a,a))",beta,2,NA,NA,NA,NA,NA,250,10000,0.9839,0.8406,0.444,0.8677,0.9932,0.6822,0.9111,0.3059,0.9977,0.969,0.9027,0,0,0,0,0,0,0,0,0,0,0,116.38144826889038
2,"Platicurtico (Beta(a,a))",beta,2,NA,NA,NA,NA,NA,500,10000,1,0.997,0.8289,1,1,0.9732,1,0.6936,1,1,0.9994,0,0,0,0,0,0,0,0,0,0,0,135.428231716156
2,"Platicurtico (Beta(a,a))",beta,2,NA,NA,NA,NA,NA,1000,10000,1,1,0.9972,1,1,1,1,0.9888,1,1,1,0,0,0,0,0,0,0,0,0,0,0,128.76741909980774
2,"Platicurtico (Beta(a,a))",beta,2,NA,NA,NA,NA,NA,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,168.24407386779785
2,"Platicurtico (Beta(a,a))",beta,3,NA,NA,NA,NA,NA,10,10000,0.0391,0.0404,0.0434,0.0032,NA,0.0409,0.0344,0.0614,0.0325,0.1065,0.0303,0,0,0,0,10000,0,0,0,0,0,0,110.94846391677856
2,"Platicurtico (Beta(a,a))",beta,3,NA,NA,NA,NA,NA,25,10000,0.0416,0.0482,0.0484,0.0018,0.0287,0.0489,0.0206,0.0602,0.0786,0.2026,0.0287,0,0,0,0,0,0,0,0,0,0,0,113.8439600467682
2,"Platicurtico (Beta(a,a))",beta,3,NA,NA,NA,NA,NA,50,10000,0.0651,0.069,0.0571,3e-4,0.0973,0.0668,0.0234,0.0569,0.1902,0.2517,0.0596,0,0,0,0,0,0,0,0,0,0,0,110.18384742736816
2,"Platicurtico (Beta(a,a))",beta,3,NA,NA,NA,NA,NA,100,10000,0.154,0.132,0.0866,0.0011,0.2775,0.1141,0.0551,0.0734,0.4347,0.3661,0.132,0,0,0,0,0,0,0,0,0,0,0,108.32590842247008
2,"Platicurtico (Beta(a,a))",beta,3,NA,NA,NA,NA,NA,250,10000,0.6075,0.4,0.187,0.3136,0.7988,0.3124,0.3623,0.1308,0.8991,0.6896,0.4787,0,0,0,0,0,0,0,0,0,0,0,119.08894419670104
2,"Platicurtico (Beta(a,a))",beta,3,NA,NA,NA,NA,NA,500,10000,0.975,0.8037,0.4094,0.9407,0.991,0.6566,0.8983,0.2674,0.998,0.9327,0.8768,0,0,0,0,0,0,0,0,0,0,0,136.97652196884155
2,"Platicurtico (Beta(a,a))",beta,3,NA,NA,NA,NA,NA,1000,10000,1,0.9947,0.7975,0.9999,1,0.9668,0.9999,0.6226,1,0.9981,0.999,0,0,0,0,0,0,0,0,0,0,0,134.6922595500946
2,"Platicurtico (Beta(a,a))",beta,3,NA,NA,NA,NA,NA,1500,10000,1,0.9999,0.9605,1,1,0.9983,1,0.8654,1,1,1,0,0,0,0,0,0,0,0,0,0,0,164.48063969612122
2,"Platicurtico (Beta(a,a))",beta,5,NA,NA,NA,NA,NA,10,10000,0.0401,0.0412,0.0403,0.0045,NA,0.0408,0.0389,0.0595,0.0316,0.0918,0.033,0,0,0,0,10000,0,0,0,0,0,0,110.31253981590272
2,"Platicurtico (Beta(a,a))",beta,5,NA,NA,NA,NA,NA,25,10000,0.0362,0.0422,0.0432,0.0051,0.0294,0.0445,0.024,0.0598,0.0481,0.1419,0.0284,0,0,0,0,0,0,0,0,0,0,0,115.33900380134584
2,"Platicurtico (Beta(a,a))",beta,5,NA,NA,NA,NA,NA,50,10000,0.0429,0.0515,0.0483,0.0024,0.0462,0.0526,0.0186,0.0522,0.0909,0.1476,0.0397,0,0,0,0,0,0,0,0,0,0,0,111.36910820007324
2,"Platicurtico (Beta(a,a))",beta,5,NA,NA,NA,NA,NA,100,10000,0.0642,0.0684,0.0584,0.0011,0.094,0.0647,0.0249,0.0593,0.1739,0.1744,0.0556,0,0,0,0,0,0,0,0,0,0,0,108.89486789703368
2,"Platicurtico (Beta(a,a))",beta,5,NA,NA,NA,NA,NA,250,10000,0.1693,0.1386,0.0918,0.0493,0.3006,0.1234,0.0795,0.0783,0.4466,0.2941,0.1452,0,0,0,0,0,0,0,0,0,0,0,119.7340018749237
2,"Platicurtico (Beta(a,a))",beta,5,NA,NA,NA,NA,NA,500,10000,0.4563,0.2993,0.1487,0.3496,0.6485,0.239,0.2705,0.1059,0.7865,0.4936,0.3523,0,0,0,0,0,0,0,0,0,0,0,137.86850261688232
2,"Platicurtico (Beta(a,a))",beta,5,NA,NA,NA,NA,NA,1000,10000,0.886,0.6441,0.3121,0.8876,0.9599,0.5189,0.7608,0.1861,0.9867,0.7861,0.7494,0,0,0,0,0,0,0,0,0,0,0,134.90028285980225
2,"Platicurtico (Beta(a,a))",beta,5,NA,NA,NA,NA,NA,1500,10000,0.9882,0.8613,0.4718,0.9902,0.9977,0.7369,0.959,0.2882,0.9996,0.9245,0.9334,0,0,0,0,0,0,0,0,0,0,0,164.2893443107605
2,"Platicurtico (Beta(a,a))",beta,10,NA,NA,NA,NA,NA,10,10000,0.0461,0.048,0.0463,0.0071,NA,0.0466,0.0446,0.0631,0.0352,0.0904,0.0385,0,0,0,0,10000,0,0,0,0,0,0,111.8156280517578
2,"Platicurtico (Beta(a,a))",beta,10,NA,NA,NA,NA,NA,25,10000,0.0365,0.0431,0.0461,0.0114,0.0364,0.0451,0.0319,0.0594,0.0417,0.111,0.0339,0,0,0,0,0,0,0,0,0,0,0,115.6692967414856
2,"Platicurtico (Beta(a,a))",beta,10,NA,NA,NA,NA,NA,50,10000,0.0369,0.0446,0.0463,0.0111,0.0358,0.0478,0.0274,0.0543,0.0586,0.1032,0.0344,0,0,0,0,0,0,0,0,0,0,0,110.94719815254211
2,"Platicurtico (Beta(a,a))",beta,10,NA,NA,NA,NA,NA,100,10000,0.0381,0.0499,0.0505,0.0076,0.0449,0.0509,0.0215,0.0524,0.0802,0.0979,0.0348,0,0,0,0,0,0,0,0,0,0,0,111.31213450431824
2,"Platicurtico (Beta(a,a))",beta,10,NA,NA,NA,NA,NA,250,10000,0.0546,0.0622,0.059,0.0104,0.0762,0.0624,0.0254,0.0527,0.1414,0.1151,0.0512,0,0,0,0,0,0,0,0,0,0,0,121.0150656700134
2,"Platicurtico (Beta(a,a))",beta,10,NA,NA,NA,NA,NA,500,10000,0.103,0.0919,0.0684,0.0547,0.1588,0.0855,0.0536,0.0608,0.2519,0.1535,0.0867,0,0,0,0,0,0,0,0,0,0,0,141.25130605697632
2,"Platicurtico (Beta(a,a))",beta,10,NA,NA,NA,NA,NA,1000,10000,0.2183,0.1583,0.091,0.1982,0.337,0.1362,0.1226,0.0758,0.4674,0.2383,0.1712,0,0,0,0,0,0,0,0,0,0,0,132.18713212013245
2,"Platicurtico (Beta(a,a))",beta,10,NA,NA,NA,NA,NA,1500,10000,0.3611,0.2401,0.1188,0.3848,0.5203,0.1932,0.238,0.0879,0.6658,0.3455,0.2803,0,0,0,0,0,0,0,0,0,0,0,166.8289601802826
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_anxiety.csv,NA,NA,NA,NA,10,10000,0.084,0.082,0.0686,0.004,NA,0.0763,0.0623,0.0989,0.0583,0.2218,0.052,0,0,0,0,10000,0,0,0,0,0,0,85.68603897094727
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_anxiety.csv,NA,NA,NA,NA,25,10000,0.2732,0.2276,0.139,0.0063,0.1304,0.1971,0.1524,0.1577,0.2255,0.5331,0.1866,0,0,0,0,0,0,0,0,0,0,0,87.186448097229
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_anxiety.csv,NA,NA,NA,NA,50,10000,0.6866,0.5458,0.2963,0.0115,0.4512,0.4333,0.4661,0.2802,0.5201,0.8028,0.5196,0,0,0,0,0,0,0,0,0,0,0,83.2262692451477
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_anxiety.csv,NA,NA,NA,NA,100,10000,0.9881,0.9236,0.6433,0.4528,0.9353,0.8242,0.9427,0.6542,0.8376,0.9748,0.9055,0,0,0,0,0,0,0,0,0,0,0,78.77553129196167
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_anxiety.csv,NA,NA,NA,NA,250,10000,1,1,0.9903,1,1,0.9995,1,0.997,0.9972,1,0.9999,0,0,0,0,0,0,0,0,0,0,0,87.71059036254883
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_anxiety.csv,NA,NA,NA,NA,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,103.8929045200348
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_anxiety.csv,NA,NA,NA,NA,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,140.25545644760132
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_anxiety.csv,NA,NA,NA,NA,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,174.31121110916138
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_depression.csv,NA,NA,NA,NA,10,10000,0.0829,0.0799,0.0613,0.0014,NA,0.0733,0.0489,0.0875,0.0713,0.2546,0.0384,0,0,0,0,10000,0,0,0,0,0,0,83.08361792564392
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_depression.csv,NA,NA,NA,NA,25,10000,0.2871,0.2277,0.1137,2e-4,0.2648,0.1838,0.1218,0.1246,0.4337,0.6435,0.1859,0,0,0,0,0,0,0,0,0,0,0,84.07181072235107
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_depression.csv,NA,NA,NA,NA,50,10000,0.7466,0.5721,0.2558,2e-4,0.8025,0.4336,0.4747,0.1894,0.8897,0.8915,0.5993,0,0,0,0,0,0,0,0,0,0,0,81.60964059829712
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_depression.csv,NA,NA,NA,NA,100,10000,0.9959,0.9441,0.5931,0.5675,0.997,0.8398,0.9656,0.4605,0.9989,0.9937,0.9529,0,0,0,0,0,0,0,0,0,0,0,78.60282397270203
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_depression.csv,NA,NA,NA,NA,250,10000,1,1,0.9872,1,1,0.9997,1,0.9764,1,1,1,0,0,0,0,0,0,0,0,0,0,0,85.44920539855957
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_depression.csv,NA,NA,NA,NA,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,98.67983984947205
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_depression.csv,NA,NA,NA,NA,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,133.31095838546753
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_depression.csv,NA,NA,NA,NA,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,165.9145052433014
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_stress.csv,NA,NA,NA,NA,10,10000,0.048,0.0511,0.0481,0.002,NA,0.05,0.0345,0.0663,0.0462,0.1901,0.0298,0,0,0,0,10000,0,0,0,0,0,0,78.31158542633057
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_stress.csv,NA,NA,NA,NA,25,10000,0.1067,0.1006,0.0686,4e-4,0.1041,0.0891,0.0395,0.08,0.2218,0.4123,0.0755,0,0,0,0,0,0,0,0,0,0,0,79.39771008491516
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_stress.csv,NA,NA,NA,NA,50,10000,0.3133,0.238,0.1217,2e-4,0.4362,0.1901,0.1266,0.0997,0.6078,0.6323,0.2549,0,0,0,0,0,0,0,0,0,0,0,75.56444954872131
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_stress.csv,NA,NA,NA,NA,100,10000,0.7918,0.5845,0.2653,0.0895,0.8901,0.4495,0.5326,0.1899,0.9483,0.8849,0.644,0,0,0,0,0,0,0,0,0,0,0,72.5818886756897
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_stress.csv,NA,NA,NA,NA,250,10000,1,0.9866,0.7353,0.9931,1,0.931,0.9979,0.5945,1,0.9983,0.9935,0,0,0,0,0,0,0,0,0,0,0,83.77891445159912
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_stress.csv,NA,NA,NA,NA,500,10000,1,1,0.9872,1,1,0.9999,1,0.9672,1,1,1,0,0,0,0,0,0,0,0,0,0,0,101.04911136627196
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_stress.csv,NA,NA,NA,NA,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,138.94838094711304
3,Plasmode calibrado a datos reales (GLD),NA,NA,dass_stress.csv,NA,NA,NA,NA,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,171.19898509979248
3,Plasmode calibrado a datos reales (GLD),NA,NA,mach_total.csv,NA,NA,NA,NA,10,10000,0.0444,0.0484,0.0464,0.0033,NA,0.0476,0.038,0.0611,0.0334,0.1406,0.0315,0,0,0,0,10000,0,0,0,0,0,0,118.5535809993744
3,Plasmode calibrado a datos reales (GLD),NA,NA,mach_total.csv,NA,NA,NA,NA,25,10000,0.0587,0.0638,0.0555,0.0043,0.0409,0.0625,0.034,0.07,0.0818,0.2307,0.0475,0,0,0,0,0,0,0,0,0,0,0,120.54192900657657
3,Plasmode calibrado a datos reales (GLD),NA,NA,mach_total.csv,NA,NA,NA,NA,50,10000,0.1175,0.1103,0.0839,0.0044,0.118,0.0996,0.0536,0.0735,0.2061,0.3114,0.0992,0,0,0,0,0,0,0,0,0,0,0,112.69483017921448
3,Plasmode calibrado a datos reales (GLD),NA,NA,mach_total.csv,NA,NA,NA,NA,100,10000,0.3215,0.2412,0.1473,0.0153,0.3309,0.2007,0.1643,0.1099,0.4329,0.4867,0.2345,0,0,0,0,0,0,0,0,0,0,0,108.01776838302612
3,Plasmode calibrado a datos reales (GLD),NA,NA,mach_total.csv,NA,NA,NA,NA,250,10000,0.8923,0.6823,0.3813,0.6035,0.8859,0.5469,0.7408,0.266,0.8488,0.8371,0.722,0,0,0,0,0,0,0,0,0,0,0,118.0730402469635
3,Plasmode calibrado a datos reales (GLD),NA,NA,mach_total.csv,NA,NA,NA,NA,500,10000,0.9997,0.9749,0.7419,0.9954,0.999,0.9078,0.9973,0.6037,0.9923,0.9856,0.985,0,0,0,0,0,0,0,0,0,0,0,137.12003350257874
3,Plasmode calibrado a datos reales (GLD),NA,NA,mach_total.csv,NA,NA,NA,NA,1000,10000,1,1,0.9818,1,1,0.9994,1,0.9648,1,1,1,0,0,0,0,0,0,0,0,0,0,0,180.74216985702515
3,Plasmode calibrado a datos reales (GLD),NA,NA,mach_total.csv,NA,NA,NA,NA,1500,10000,1,1,0.9996,1,1,1,1,0.999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,220.02786016464233
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_artistic.csv,NA,NA,NA,NA,10,10000,0.0764,0.0754,0.06,0.0027,NA,0.0716,0.0504,0.0887,0.0611,0.2359,0.041,0,0,0,0,10000,0,0,0,0,0,0,82.45355343818665
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_artistic.csv,NA,NA,NA,NA,25,10000,0.2574,0.2122,0.1169,9e-4,0.1888,0.1761,0.1197,0.1291,0.3341,0.5827,0.1691,0,0,0,0,0,0,0,0,0,0,0,82.96304154396057
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_artistic.csv,NA,NA,NA,NA,50,10000,0.6824,0.5287,0.2548,0.0012,0.6553,0.4074,0.4264,0.21560000000000001,0.7545,0.8445,0.5342,0,0,0,0,0,0,0,0,0,0,0,79.54927611351013
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_artistic.csv,NA,NA,NA,NA,100,10000,0.9899,0.9166,0.5881,0.4542,0.9841,0.8076,0.9393,0.5166,0.9792,0.9871,0.9209,0,0,0,0,0,0,0,0,0,0,0,76.07805275917053
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_artistic.csv,NA,NA,NA,NA,250,10000,1,1,0.9803,1,1,0.9995,1,0.9846,1,1,1,0,0,0,0,0,0,0,0,0,0,0,83.79783058166504
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_artistic.csv,NA,NA,NA,NA,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,98.27109360694884
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_artistic.csv,NA,NA,NA,NA,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,131.89653635025024
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_artistic.csv,NA,NA,NA,NA,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,164.47926473617554
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_conventional.csv,NA,NA,NA,NA,10,10000,0.118,0.1098,0.0869,0.0128,NA,0.1028,0.0987,0.1233,0.0628,0.2009,0.0863,0,0,0,0,10000,0,0,0,0,0,0,91.60467076301576
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_conventional.csv,NA,NA,NA,NA,25,10000,0.3796,0.3102,0.1954,0.0506,0.1465,0.266,0.2743,0.2367,0.1248,0.4669,0.2735,0,0,0,0,0,0,0,0,0,0,0,96.30959153175354
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_conventional.csv,NA,NA,NA,NA,50,10000,0.8027,0.6697,0.4039,0.1312,0.3076,0.5583,0.6696,0.4424,0.1808,0.7405,0.6092,0,0,0,0,0,0,0,0,0,0,0,88.97607159614563
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_conventional.csv,NA,NA,NA,NA,100,10000,0.9965,0.9671,0.7779,0.7102,0.8658,0.9095,0.9857,0.8575,0.2604,0.9502,0.9425,0,0,0,0,0,0,0,0,0,0,0,84.14456582069397
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_conventional.csv,NA,NA,NA,NA,250,10000,1,1,0.9995,1,1,0.9999,1,1,0.4403,0.9999,1,0,0,0,0,0,0,0,0,0,0,0,95.52187585830688
3,Plasmode calibrado a datos reales (GLD),NA,NA,riasec_conventional.csv,NA,NA,NA,NA,500,10000,1,1,1,1,1,1,1,1,0.6852,1,1,0,0,0,0,0,0,0,0,0,0,0,112.76504778862
