escenario,k,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
C8_riasec_social,7,10,10000,0.0621,0.0623,0.0606,0.0082,NA,0.0622,0.0609,0.077,0.043,0.1204,0.0545,0,0,0,0,10000,0,0,0,0,0,0,100.98732113838196
C8_riasec_social,7,25,10000,0.1006,0.1071,0.1013,0.0123,0.0456,0.1063,0.0703,0.0912,0.0499,0.1953,0.0855,0,0,0,0,0,0,0,0,0,0,0,102.14616990089417
C8_riasec_social,7,50,10000,0.233,0.2201,0.1906,0.0189,0.0795,0.2018,0.1443,0.1222,0.0999,0.3319,0.1905,0,0,0,0,0,0,0,0,0,0,0,96.97762966156006
C8_riasec_social,7,100,10000,0.6041,0.4939,0.4283,0.0879,0.265,0.4331,0.4218,0.2332,0.197,0.5699,0.4466,0,0,0,0,0,0,0,0,0,0,0,92.9328999519348
C8_riasec_social,7,250,10000,0.9973,0.9479,0.883,0.8717,0.9414,0.8792,0.9796,0.6812,0.519,0.9198,0.9395,0,0,0,0,0,0,0,0,0,0,0,102.1511971950531
C8_riasec_social,7,500,10000,1,0.9999,0.9981,0.9999,1,0.998,1,0.9996,0.853,0.997,0.9997,0,0,0,0,0,0,0,0,0,0,0,119.81860613822936
C8_riasec_social,7,1000,10000,1,1,1,1,1,1,1,1,0.9934,1,1,0,0,0,0,0,0,0,0,0,0,0,151.84762954711914
C8_riasec_social,7,1500,10000,1,1,1,1,1,1,1,1,0.9998,1,1,0,0,0,0,0,0,0,0,0,0,0,195.92171669006348
