escenario,k,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
C7_riasec_investigative,3,10,10000,0.0486,0.0494,0.056,0.0023,NA,0.0469,0.0389,0.0801,0.0347,0.1483,0.0278,0,0,0,0,10000,0,0,0,0,0,0,97.9659264087677
C7_riasec_investigative,3,25,10000,0.0961,0.0827,0.0838,5e-4,0.0556,0.0702,0.0378,0.1095,0.1322,0.274,0.0435,0,0,0,0,0,0,0,0,0,0,0,99.64203095436096
C7_riasec_investigative,3,50,10000,0.3256,0.2014,0.1756,3e-4,0.243,0.1337,0.1271,0.2272,0.3922,0.4188,0.1346,0,0,0,0,0,0,0,0,0,0,0,94.60731410980225
C7_riasec_investigative,3,100,10000,0.8821,0.5929,0.4605,0.0258,0.679,0.3609,0.6179,0.413,0.7881,0.6638,0.3616,0,0,0,0,0,0,0,0,0,0,0,91.70072078704834
C7_riasec_investigative,3,250,10000,1,1,0.9748,0.9355,0.9976,0.988,0.9999,0.9998,0.9981,0.9653,0.9138,0,0,0,0,0,0,0,0,0,0,0,101.35100603103638
C7_riasec_investigative,3,500,10000,1,1,1,1,1,1,1,1,1,0.9998,0.9999,0,0,0,0,0,0,0,0,0,0,0,118.7183961868286
C7_riasec_investigative,3,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,155.00969290733337
C7_riasec_investigative,3,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,192.22618293762207
