escenario,k,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
A_simetrica,7,10,10000,0.0518,0.0524,0.0495,0.002,NA,0.0504,0.0373,0.0682,0.043,0.1833,0.0304,0,0,0,0,10000,0,0,0,0,0,0,77.66802597045898
A_simetrica,7,25,10000,0.1117,0.1005,0.0696,3e-4,0.1114,0.0876,0.0411,0.0814,0.2308,0.4118,0.0745,0,0,0,0,0,0,0,0,0,0,0,78.62403845787048
A_simetrica,7,50,10000,0.3528,0.2553,0.1367,2e-4,0.4626,0.1971,0.1522,0.1105,0.6318,0.6446,0.2637,0,0,0,0,0,0,0,0,0,0,0,74.81627106666565
A_simetrica,7,100,10000,0.8609,0.621,0.3265,0.1021,0.9045,0.4646,0.6151,0.2153,0.9558,0.8941,0.6512,0,0,0,0,0,0,0,0,0,0,0,73.00401663780212
A_simetrica,7,250,10000,1,0.9964,0.8664,0.9972,1,0.9544,1,0.7371,1,0.9992,0.9953,0,0,0,0,0,0,0,0,0,0,0,81.4400155544281
A_simetrica,7,500,10000,1,1,0.9995,1,1,1,1,0.9994,1,1,1,0,0,0,0,0,0,0,0,0,0,0,100.25026082992554
A_simetrica,7,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,138.17125964164734
A_simetrica,7,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,181.0466432571411
