escenario,k,n,R,shapiro_wilk,anderson_darling,lilliefors,jarque_bera,dagostino_pearson,cramer_von_mises,shapiro_francia,pearson_chi2,curtosis,epps_pulley,sstn,shapiro_wilk_na,anderson_darling_na,lilliefors_na,jarque_bera_na,dagostino_pearson_na,cramer_von_mises_na,shapiro_francia_na,pearson_chi2_na,curtosis_na,epps_pulley_na,sstn_na,segundos
A_simetrica,4,10,10000,0.0705,0.0667,0.0577,0.0022,NA,0.0614,0.0433,0.0837,0.0572,0.2166,0.0346,0,0,0,0,10000,0,0,0,0,0,0,81.00004267692566
A_simetrica,4,25,10000,0.2185,0.1727,0.1017,1e-4,0.1906,0.1391,0.0843,0.1085,0.342,0.537,0.1275,0,0,0,0,0,0,0,0,0,0,0,83.21926522254944
A_simetrica,4,50,10000,0.6585,0.4673,0.2527,2e-4,0.687,0.3383,0.3635,0.1829,0.8125,0.8126,0.4529,0,0,0,0,0,0,0,0,0,0,0,80.8475022315979
A_simetrica,4,100,10000,0.9914,0.8982,0.6219,0.346,0.9866,0.7411,0.9284,0.4593,0.9942,0.9768,0.8741,0,0,0,0,0,0,0,0,0,0,0,81.14748740196228
A_simetrica,4,250,10000,1,1,0.9966,1,1,0.9991,1,0.9873,1,1,0.9999,0,0,0,0,0,0,0,0,0,0,0,88.5064389705658
A_simetrica,4,500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,102.61747193336488
A_simetrica,4,1000,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,142.59525108337402
A_simetrica,4,1500,10000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,178.36778092384338
